ids,score
55061,0.6379746825912634
67669,0.7410046344632562
228925,0.01
4248,0.5209312628265748
109584,0.73
117235,0.5209312628265748
71898,0.19
109497,0.5209312628265748
117936,0.78
116979,0.5209312628265748
252165,0.64
44279,0.66
97390,0.5209312628265748
60210,0.44
27707,0.5209312628265748
214933,0.97
64394,0.5209312628265748
209999,0.14
47952,0.5209312628265748
232835,0.73
113706,0.19
247669,0.69
37143,0.72
222156,0.07
28522,0.43
110978,0.33
147994,0.56
9344,0.71
159763,0.02
207324,0.53
197822,0.69
277575,0.44
86673,0.3
135646,0.5209312628265748
26928,0.5209312628265748
277838,0.74
194447,0.73
162291,0.74
241955,0.34
288229,0.0
228727,0.63
158349,0.59
35149,0.5209312628265748
208373,0.47
95674,0.71
301420,0.44
241284,0.25
202356,0.54
285886,0.47
163692,0.76
186461,0.44
152120,0.39
18990,0.5209312628265748
18537,0.5209312628265748
48601,0.66
137011,0.14
219282,0.54
22464,0.6
65755,0.65
245706,0.57
287423,0.66
89739,0.5209312628265748
81126,0.86
100791,0.52
207008,0.32
188109,0.61
169127,0.5209312628265748
83855,0.62
55925,0.18
114130,0.44
4615,0.5209312628265748
267570,0.54
141648,0.67
115755,0.52
239250,0.01
280874,0.55
247176,0.73
5427,0.5209312628265748
144839,0.5209312628265748
119196,0.77
33804,0.5209312628265748
213353,0.61
200073,0.63
58908,0.49
130684,0.65
127139,0.44
153533,0.69
247754,0.11
103987,0.5209312628265748
184996,0.57
168241,0.5209312628265748
87370,0.5271877777966515
64828,0.55
50401,0.61
284865,0.46
72566,0.32
105858,0.55
258192,0.6
268178,0.31
51396,0.45
59268,0.72
230134,0.61
272983,0.66
153108,0.56
249898,0.69
58072,0.69
155982,0.5209312628265748
7604,0.59
155078,0.56
207304,0.76
149797,0.58
83974,0.72
134604,0.30617781527037413
129238,0.590317694142449
177062,0.5
115004,0.29
123888,0.5209312628265748
275326,0.6
263850,0.46
397,0.0
282900,0.15
299331,0.74
294413,0.0
214952,0.53
125832,0.73
300723,0.69
154067,0.44
147190,0.6
185143,0.57
139813,0.17
231189,0.58
222709,0.56
2586,0.54
83759,0.5209312628265748
102395,0.8471877777966516
143501,0.8421301962227552
105072,0.63
36496,0.5209312628265748
297237,0.45
110414,0.69
159482,0.18
223082,0.28
182506,0.75
181647,0.19
40887,0.02
41386,0.75
238880,0.61
197940,0.76
263589,0.75
41897,0.45
160464,0.55
266257,0.47
220420,0.42
130792,0.36
292116,0.46
46292,0.5209312628265748
108542,0.1
242798,0.8
152896,0.5209312628265748
30557,0.5151022276472383
188106,0.42
57309,0.56
140251,0.39617781527037416
301969,0.84
129618,0.11
163867,0.17
255423,0.82
92079,0.31
237641,0.72
243116,0.06
24614,0.42
252460,0.83
172784,0.48
202879,0.49
252421,0.53
147171,0.04
286960,0.67
223507,0.5209312628265748
183605,0.38
101711,0.58
279703,0.37
258466,0.03
214852,0.17
284973,0.13
207406,0.68
291153,0.12
150275,0.8856525217872
202504,0.71
213376,0.03
5352,0.53
252035,0.6
239700,0.07
245946,0.12
129634,0.55
213458,0.55
22621,0.51
135639,0.56
200331,0.36
172586,0.58
35912,0.52
97061,0.62
186483,0.02
132921,0.76
139301,0.58
117436,0.5209312628265748
272242,0.72
116565,0.04
135662,0.48
114622,0.67
148507,0.6
143095,0.62
278391,0.31
236575,0.72
272591,0.74
222291,0.47
231834,0.69
17823,0.5209312628265748
251525,0.47
173435,0.58
192812,0.63
161546,0.65
213921,0.49
162830,0.5
281006,0.03
158907,0.5871877777966514
233090,0.49
301859,0.2
301018,0.73
183330,0.03
9124,0.44
150711,0.66
10740,0.32
193502,0.16
195152,0.48
129237,0.57
251797,0.19
112157,0.45
208031,0.67
32402,0.54
172173,0.52
303535,0.78
209749,0.61
85463,0.46
117558,0.5209312628265748
168870,0.08
189837,0.48
1288,0.0
227476,0.67
292712,0.42
112195,0.5209312628265748
44104,0.5209312628265748
285671,0.21
27078,0.62
218961,0.6
47491,0.5209312628265748
125565,0.5209312628265748
93626,0.21
231117,0.67
178033,0.63
128005,0.51
289043,0.71
147692,0.37
270737,0.39
275053,0.57
10950,0.55
25482,0.3160622160371526
69352,0.57
224120,0.76
287828,0.56
114283,0.44
277553,0.4
305592,0.44
245084,0.75
196817,0.52
265189,0.27
182379,0.29
