ids,score
55061,0.9999891745652049
67669,0.9999891745720082
228925,8.225233892493475e-113
4248,0.9999891745627713
109584,0.9999893393009778
117235,0.9999891745627748
71898,2.285743290355275e-08
109497,0.9999891745629738
117936,0.9999892333363205
116979,0.9999891745629027
252165,0.9999900979116653
44279,0.9999891746054957
97390,0.9999891745628743
60210,0.9999860163006588
27707,0.9999891745627713
214933,0.9999894853036788
64394,0.9999891745627713
209999,1.3123848552797634e-53
47952,0.9999891745627713
232835,0.9989393432557817
113706,1.7277251371408325e-44
247669,0.976370920581153
37143,0.999989343816038
222156,4.105332171409129e-62
28522,0.999989174578229
110978,8.686333158082024e-19
147994,2.947456064508363e-05
9344,0.9999892128326584
159763,7.632898560846137e-15
207324,0.9999891764538816
197822,0.9999891783296764
277575,0.9999899056988523
86673,0.9999891751817042
135646,0.9999891745627748
26928,0.9999891745629169
277838,0.9999892118474056
194447,0.9999892300513746
162291,0.9999891759744551
241955,0.9988539352174913
288229,1.8018910127261017e-142
228727,0.9936255009643986
158349,0.9999891749561768
35149,0.9999891745634605
208373,0.9999896387513553
95674,0.999989622236126
301420,0.9991855095398512
241284,4.2527439266413854e-27
202356,0.0010586471084172917
285886,0.9999892316407812
163692,0.9999891747142537
186461,0.9999295512209665
152120,0.9999740270106501
18990,0.9999891745627748
18537,0.9999891745627713
48601,0.9999891804747639
137011,8.099769916036127e-35
219282,0.9999827804755727
22464,0.9999891748803946
65755,0.9999891772595111
245706,0.9999891746279913
287423,0.9999890829807981
89739,0.9999891745627784
81126,0.9999891747992835
100791,0.9999896406049396
207008,1.3119932299950153e-31
188109,0.9999897187744244
169127,0.9999891745627819
83855,0.9999891746120575
55925,0.9999891751483587
114130,0.9999892236873891
4615,0.9999891745640112
267570,0.9999894004475679
141648,0.9999891760171086
115755,0.999989174582176
239250,6.914717160369299e-94
280874,0.9999900663144452
247176,0.9999891751379529
5427,0.9999891745627713
144839,0.9999891745627713
119196,0.9999892771282649
33804,0.9999891745627713
213353,0.9999790800082808
200073,0.99999002398974
58908,0.06882145447678757
130684,0.9999896150511463
127139,0.9999891745884429
153533,0.9999891783745608
247754,5.3700926694008785e-99
103987,0.9999891745627748
184996,0.9999891746967888
168241,0.9999891745627748
87370,0.9999891745701999
64828,0.9999891781863295
50401,0.9999893996510615
284865,0.9999892702084949
72566,0.9999857549421661
105858,0.30629718689833935
258192,0.9999900830195476
268178,1.205198492024513e-42
51396,0.9999891745752199
59268,0.9999891746988778
230134,0.9999892001683585
272983,0.999989175087743
153108,0.9999891749743594
249898,0.9999891754112957
58072,0.9999891747350049
155982,0.9999891745627713
7604,0.9999892800155245
155078,0.9999891753360679
207304,0.9999896595533622
149797,0.9999891762223324
83974,0.999989174747926
134604,0.9999891745711662
129238,0.9999891745660326
177062,0.9999695188562892
115004,0.9999891882794905
123888,0.9999891745627713
275326,0.9999892768934295
263850,0.9999897156488465
397,8.602682440016132e-23
282900,0.9999891746384859
299331,0.9999900987753392
294413,1.061129511347346e-248
214952,0.9999891766164485
125832,0.9999900690785284
300723,0.9999896214458792
154067,0.9999891745796358
147190,0.999989404160562
185143,0.9999891748423917
139813,1.0964775972403074e-27
231189,0.999989179610636
222709,0.9999892996234233
2586,0.9999891932909475
83759,0.9999891745627748
102395,0.9999891745700826
143501,0.9999891745714398
105072,0.9999896754283962
36496,0.999989174562821
297237,0.9999780368488513
110414,0.999989258950592
159482,1.3218711546686507e-06
223082,0.9999696601913827
182506,0.9999898938936983
181647,3.873921863482864e-51
40887,4.568181382341814e-30
41386,0.9999891753319752
238880,0.9998931219716511
197940,0.9999891964464799
263589,0.9999893418590855
41897,0.9999891915987337
160464,0.9999892234045534
266257,0.9996224845648324
220420,3.010517993106362e-10
130792,4.9756251230259466e-24
292116,0.9999896486394143
46292,0.9999891745633894
108542,4.506011940425803e-50
242798,0.9999891858755231
152896,0.9999891745630981
30557,0.9999891745727187
188106,0.9999420557510079
57309,0.9999897625691542
140251,0.9999891745709353
301969,0.955184784558225
129618,5.977361688489568e-47
163867,1.2523943819284793e-10
255423,0.9980646537672234
92079,0.9999891817854275
237641,0.9999891918916696
243116,6.110702616587659e-120
24614,0.9999897201349648
252460,0.9999894567364206
172784,0.9999891747908815
202879,0.9999891767855345
252421,0.9999900002527906
147171,1.7497370411845622e-164
286960,0.9999858899199066
223507,0.99998917456437
183605,3.2373431535783038e-06
101711,0.9999895107829266
279703,0.008035693270188432
258466,3.3824866479283966e-110
214852,4.777366269293141e-55
284973,4.3870681417678916e-96
207406,0.9999897655324885
291153,7.677803005975816e-109
150275,0.9999891745721823
202504,0.9999900214166808
213376,7.260989779320581e-87
5352,0.9999891776022164
252035,0.9999891748322168
239700,5.749984804486916e-53
245946,1.3681617059940698e-42
129634,0.9999893236963966
213458,0.9999891746519256
22621,0.9999892880059608
135639,0.9999891771079682
200331,0.31250491322596546
172586,0.9999892483800394
35912,0.9999891745840553
97061,0.9999892666872285
186483,1.2028842168093177e-86
132921,0.9999891855773257
139301,0.999989177906439
117436,0.9999891745627713
272242,0.9999891753496639
116565,1.1710481185479228e-45
135662,0.9999891746385996
114622,0.999989549150099
148507,0.9999893277853096
143095,0.9999891770654498
278391,1.1411259382111731e-18
236575,0.9999892201249545
272591,0.9999898172896978
222291,4.007222502491776e-09
231834,0.9999900858525351
17823,0.9999891745627713
251525,0.9999891881491215
173435,0.9999900424909232
192812,0.991647456745753
161546,0.9999891757318004
213921,0.9999885983551048
162830,0.9999891751973998
281006,1.1506253497771629e-90
158907,0.9999891745679369
233090,0.9999900122973999
301859,1.3192341778605419e-19
301018,0.9999893741743283
183330,2.4666390629592395e-140
9124,0.9999870425318614
150711,0.99998919308777
10740,0.9999897746961081
193502,1.866004616829333e-27
195152,0.004999562307587041
129237,0.9999893053564649
251797,5.455997250616672e-36
112157,0.9999891929228086
208031,0.9999892698359507
32402,0.9999895486146111
172173,0.9999891747364189
303535,0.9999894733439707
209749,0.9999900125232686
85463,0.9999891886606677
117558,0.9999891745627748
168870,0.9925914565587459
189837,0.9999891793201622
1288,2.5473302136397214e-26
227476,0.9949714599830355
292712,0.9999899936602279
112195,0.9999891745631798
44104,0.9999891745627713
285671,2.018908621168127e-39
27078,0.999989276589452
218961,0.9999896512370215
47491,0.9999891745627819
125565,0.9999891745632153
93626,8.157201689654242e-24
231117,0.999989246774532
178033,0.9999891746302862
128005,0.9999896257181365
289043,0.9999892001107945
147692,0.9999891745857251
270737,0.9993022404069848
275053,0.99998939453308
10950,0.999989175569063
25482,0.9999891745715712
69352,0.9999891829921895
224120,0.9999892527119836
287828,0.9999898490633218
114283,0.9999312053431791
277553,6.539369765087613e-17
305592,0.999989174653773
245084,0.9999894642811716
196817,0.9999898601496087
265189,0.9999891746495916
182379,1.7155762432981157e-11
166911,0.9999891745688925
116634,0.9998842200749444
31599,0.9999891745983087
214044,6.857567983914103e-91
262737,0.999990014194832
199788,0.999989878683882
85225,1.6604801622799823e-05
108470,0.9999891750228391
32201,0.999989209722252
294418,0.9830127508139099
143615,0.9999891753284296
130159,0.999989174691815
119764,0.9999891745634782
169192,0.9999891745631443
153061,0.9999891838958658
201260,2.088587946039578e-149
71329,0.999989695952922
176681,0.9999891903415024
289487,0.9999893045893001
386,0.9999891745797175
143187,0.9999894752675175
139030,0.9999900357632269
214434,0.9999899388187948
126002,0.9999773175858359
115983,0.9999891747048356
184700,0.9999896863998089
140869,0.9999892268289275
241338,0.0010398874332928473
182418,0.9999893650819897
269121,0.9996842862913231
254160,0.9999894558502589
296493,0.9999891888439821
154483,0.9999891745648283
1706,0.9999891745691447
13338,0.9999891745627713
166956,0.9999891747236221
196018,0.999989187488402
159870,0.9999898746450345
9804,0.9999891998633862
8705,0.9999891745633788
2627,0.9999891745627748
77270,0.999989174572701
66509,0.9999891748188694
4543,0.9999895547899765
256680,0.27655772415572527
301892,0.9999900500143909
118979,0.999989175626126
197907,0.9999896538636648
305338,0.9999897724540525
173315,0.9999891747175933
3820,0.9999891745633788
218299,0.999990031820024
185986,4.1072584194944e-108
76642,0.9999891771845851
81789,0.9999891748460757
54486,0.9999895299651554
1190,0.9999891787549706
163662,0.9999891789231294
101622,0.9999891760045783
177755,0.9999898549583792
64139,0.9999667843745853
177081,0.9999865820906374
